canton,mes,anio,produccion,area
Oreamuno,mayo,2016,40.95,927.5250000000003
Oreamuno,junio,2016,44.27499999999999,1166.9799999999998
Oreamuno,julio,2016,42.875,1046.0075000000002
Oreamuno,agosto,2016,105.0,2699.7825000000003
Oreamuno,septiembre,2016,98.875,2347.6549999999997
Oreamuno,octubre,2016,65.1,1767.07
Oreamuno,noviembre,2016,57.755,1526.165
Oreamuno,diciembre,2016,125.475,3181.765
El Guarco,enero,2016,2.1,49.7
El Guarco,febrero,2016,2.1,49.7
El Guarco,marzo,2016,0.7849999999999999,15.62
El Guarco,abril,2016,0.44,11.41
El Guarco,mayo,2016,1.9249999999999998,41.5
El Guarco,junio,2016,0.35,8.715
El Guarco,julio,2016,2.4499999999999997,68.06
El Guarco,agosto,2016,,
El Guarco,septiembre,2016,,
El Guarco,octubre,2016,1.7499999999999998,38.09
El Guarco,noviembre,2016,1.5749999999999997,34.36
El Guarco,diciembre,2016,4.325999999999999,94.41
Cartago,enero,2016,73.2,1461.4
Cartago,febrero,2016,50.6,1407.5
Cartago,marzo,2016,57.05,1679.55
Cartago,abril,2016,17.5,491.57000000000005
Cartago,mayo,2016,8.75,197.53999999999996
Cartago,junio,2016,,
Cartago,julio,2016,20.65,509.20500000000004
Cartago,agosto,2016,104.825,2476.72
Cartago,septiembre,2016,68.80999999999999,1551.8925000000004
Cartago,octubre,2016,56.49000000000001,1367.01
Cartago,noviembre,2016,41.650000000000006,1044.6425
Cartago,diciembre,2016,47.78,1078.505
Alvarado,enero,2016,83.33,2119.1
Alvarado,febrero,2016,42.699999999999996,1122.83
Alvarado,marzo,2016,92.41,2302.15
Alvarado,abril,2016,130.54,3135.25
Alvarado,mayo,2016,93.3184,2164.514669999999
Alvarado,junio,2016,149.24699999999999,3990.2665
Alvarado,julio,2016,140.448,3882.5242000000003
Alvarado,agosto,2016,109.82300000000001,2759.1192
Alvarado,septiembre,2016,83.95100000000001,2044.4394000000013
Alvarado,octubre,2016,63.482,1619.9413
Alvarado,noviembre,2016,82.36500000000001,2293.26
Alvarado,diciembre,2016,114.69,3302.34
Turrialba,enero,2017,6.859999999999999,197.1468
Turrialba,febrero,2017,7.0699999999999985,191.682
Turrialba,marzo,2017,,
Turrialba,abril,2017,4.199999999999999,124.19999999999999
Turrialba,mayo,2017,7.7,222.732
Turrialba,junio,2017,64.05,1841.8899999999999
Turrialba,julio,2017,11.9,346.93
Turrialba,agosto,2017,5.949999999999999,166.84199999999998
Turrialba,septiembre,2017,9.1,247.158
Turrialba,octubre,2017,16.45,454.16
Turrialba,noviembre,2017,33.25,950.13
Turrialba,diciembre,2017,7.0,203.688
Oreamuno,enero,2017,42.69999999999999,1121.526
Oreamuno,febrero,2017,56.49,1344.2620000000002
Oreamuno,marzo,2017,73.15,1750.43
Oreamuno,abril,2017,54.425,1369.0980000000002
Oreamuno,mayo,2017,57.925,1513.998
Oreamuno,junio,2017,29.049999999999997,855.1129999999999
Oreamuno,julio,2017,75.95500000000001,2013.0729999999999
Oreamuno,agosto,2017,123.27000000000001,3152.446
Oreamuno,septiembre,2017,91.17999999999999,2437.01
Oreamuno,octubre,2017,49.875,1357.096
Oreamuno,noviembre,2017,81.72500000000001,2523.5389999999998
Oreamuno,diciembre,2017,67.2,1919.3
El Guarco,enero,2017,3.1499999999999995,75.141
El Guarco,febrero,2017,2.2749999999999995,53.199
El Guarco,marzo,2017,0.1775,4.557
El Guarco,abril,2017,0.4375,10.556999999999999
El Guarco,mayo,2017,1.75,42.228
El Guarco,junio,2017,2.45,62.945
El Guarco,julio,2017,9.45,243.02
El Guarco,agosto,2017,5.1625,140.13899999999998
El Guarco,septiembre,2017,7.0,182.16
El Guarco,octubre,2017,2.2749999999999995,59.201999999999984
El Guarco,noviembre,2017,6.4750000000000005,164.356
El Guarco,diciembre,2017,1.75,44.3
Cartago,enero,2017,65.975,1578.996
Cartago,febrero,2017,31.5,672.336
Cartago,marzo,2017,30.8,772.91
Cartago,abril,2017,15.925,381.087
Cartago,mayo,2017,5.075,114.471
Cartago,junio,2017,10.5,244.26
Cartago,julio,2017,8.75,214.038
Cartago,agosto,2017,204.39999999999998,5045.835999999999
Cartago,septiembre,2017,103.255,2604.06
Cartago,octubre,2017,46.379999999999995,1289.198
Cartago,noviembre,2017,21.525,608.58
Cartago,diciembre,2017,56.769999999999996,1446.9299999999998
Alvarado,enero,2017,108.13600000000001,2870.50212
Alvarado,febrero,2017,71.975,1762.73113
Alvarado,marzo,2017,66.472,1636.79
Alvarado,abril,2017,78.071,2136.972779999999
Alvarado,mayo,2017,61.495,1741.724496
Alvarado,junio,2017,89.77499999999999,2570.319
Alvarado,julio,2017,139.34,4008.764
Alvarado,agosto,2017,114.98,3297.098
Alvarado,septiembre,2017,45.84999999999999,1247.175
Alvarado,octubre,2017,43.04999999999999,1342.1879999999999
Alvarado,noviembre,2017,54.075,1816.2179999999996
Alvarado,diciembre,2017,52.968999999999994,1392.5221199999994
Turrialba,enero,2018,3.5,93.562
Turrialba,febrero,2018,19.6,544.826
Turrialba,marzo,2018,13.3,357.69599999999997
Turrialba,abril,2018,4.8999999999999995,127.51199999999999
Turrialba,mayo,2018,10.849999999999998,282.348
Turrialba,junio,2018,60.89999999999999,1609.632
Turrialba,julio,2018,14.174999999999997,368.87399999999997
Turrialba,agosto,2018,36.39999999999999,947.232
Turrialba,septiembre,2018,18.9,491.832
Turrialba,octubre,2018,11.55,303.044
Turrialba,noviembre,2018,30.275,795.298
Turrialba,diciembre,2018,12.950000000000001,336.994
Oreamuno,enero,2018,22.4,540.27
Oreamuno,febrero,2018,21.35,581.875
Oreamuno,marzo,2018,41.089999999999996,982.508
Oreamuno,abril,2018,64.4,1519.79
Oreamuno,mayo,2018,65.485,1740.8699999999997
Oreamuno,junio,2018,34.64999999999999,1122.5609999999997
Oreamuno,julio,2018,92.4,2281.138
Oreamuno,agosto,2018,91.85,2527.1
Oreamuno,septiembre,2018,44.49,1024.8600000000001
Oreamuno,octubre,2018,56.7,1518.552
Oreamuno,noviembre,2018,38.78,937.5444
Oreamuno,diciembre,2018,89.91999999999999,2240.774
El Guarco,enero,2018,1.225,31.877999999999993
El Guarco,febrero,2018,2.0125,52.371
El Guarco,marzo,2018,0.175,4.554
El Guarco,abril,2018,,
El Guarco,mayo,2018,,
El Guarco,junio,2018,,
El Guarco,julio,2018,,
El Guarco,agosto,2018,,
El Guarco,septiembre,2018,,
El Guarco,octubre,2018,,
El Guarco,noviembre,2018,6.545,181.2906
El Guarco,diciembre,2018,18.619999999999997,517.0446
Cartago,enero,2018,67.55,1781.6489999999992
Cartago,febrero,2018,116.02499999999999,2805.057
Cartago,marzo,2018,123.55,3141.018000000002
Cartago,abril,2018,39.900000000000006,891.547
Cartago,mayo,2018,23.975,588.501
Cartago,junio,2018,12.249999999999996,281.93399999999997
Cartago,julio,2018,39.9,945.372
Cartago,agosto,2018,110.075,2635.938
Cartago,septiembre,2018,65.8,1590.1739999999998
Cartago,octubre,2018,41.475,1002.708
Cartago,noviembre,2018,70.53,1656.626
Cartago,diciembre,2018,79.35000000000001,2002.77
Alvarado,enero,2018,37.8,967.9319999999999
Alvarado,febrero,2018,55.92999999999999,1368.1043999999997
Alvarado,marzo,2018,80.43,1840.022
Alvarado,abril,2018,103.01,2564.75
Alvarado,mayo,2018,92.07099999999997,2355.7428
Alvarado,junio,2018,125.825,3366.4409999999975
Alvarado,julio,2018,106.74999999999999,3395.421
Alvarado,agosto,2018,94.875,2160.8230000000003
Alvarado,septiembre,2018,43.014999999999986,1244.898
Alvarado,octubre,2018,47.42499999999998,1341.774
Alvarado,noviembre,2018,52.5,1552.0900000000001
Alvarado,diciembre,2018,55.175000000000004,1454.672
Turrialba,enero,2019,21.699999999999996,564.696
Turrialba,febrero,2019,32.900000000000006,856.154
Turrialba,marzo,2019,9.8,255.026
Turrialba,abril,2019,22.4,582.912
Turrialba,mayo,2019,17.849999999999998,464.508
Turrialba,junio,2019,11.199999999999998,291.45599999999996
Turrialba,julio,2019,,
Turrialba,agosto,2019,13.649999999999999,403.65000000000003
Turrialba,septiembre,2019,,
Turrialba,octubre,2019,11.409999999999998,332.44199999999995
Turrialba,noviembre,2019,6.299999999999999,186.29999999999998
Turrialba,diciembre,2019,7.349999999999999,217.34999999999997
Oreamuno,enero,2019,59.885000000000005,1600.938
Oreamuno,febrero,2019,49.559999999999995,1214.885
Oreamuno,marzo,2019,71.435,1721.616
Oreamuno,abril,2019,39.06,874.164
Oreamuno,mayo,2019,22.939000000000004,523.3373999999999
Oreamuno,junio,2019,4.375,116.748
Oreamuno,julio,2019,15.580000000000002,367.42600000000004
Oreamuno,agosto,2019,82.78,2039.5700000000002
Oreamuno,septiembre,2019,87.36,2047.73
Oreamuno,octubre,2019,61.254999999999995,1622.051
Oreamuno,noviembre,2019,46.025,1184.454
Oreamuno,diciembre,2019,47.78,1034.1680000000001
El Guarco,enero,2019,6.299999999999999,173.052
El Guarco,febrero,2019,6.194999999999999,163.2816
El Guarco,marzo,2019,3.9450000000000003,110.2936
El Guarco,abril,2019,4.3365,119.89853999999998
El Guarco,mayo,2019,0.8574999999999999,24.2397
El Guarco,junio,2019,1.5924999999999998,42.2901
El Guarco,julio,2019,5.95,174.087
El Guarco,agosto,2019,5.949999999999999,174.087
El Guarco,septiembre,2019,11.724999999999996,332.028
El Guarco,octubre,2019,14.165,415.116
El Guarco,noviembre,2019,3.15,92.74
El Guarco,diciembre,2019,6.83,194.99
Cartago,enero,2019,44.625,1071.4319999999998
Cartago,febrero,2019,34.300000000000004,825.9299999999998
Cartago,marzo,2019,24.360000000000003,556.828
Cartago,abril,2019,9.274999999999999,210.10500000000002
Cartago,mayo,2019,11.9,281.52
Cartago,junio,2019,10.149999999999999,228.114
Cartago,julio,2019,31.849999999999998,787.43
Cartago,agosto,2019,115.35999999999999,2788.91
Cartago,septiembre,2019,62.37000000000002,1498.2659999999994
Cartago,octubre,2019,35.385,868.158
Cartago,noviembre,2019,34.08,870.05
Cartago,diciembre,2019,48.010000000000005,1276.2
Alvarado,enero,2019,83.62,2110.2034
Alvarado,febrero,2019,81.02499999999999,2017.98304
Alvarado,marzo,2019,42.537,1008.43344
Alvarado,abril,2019,125.5,3127.98
Alvarado,mayo,2019,98.81899999999997,2496.734640000001
Alvarado,junio,2019,84.0,2292.732
Alvarado,julio,2019,47.730000000000004,1416.464
Alvarado,agosto,2019,75.25,2244.5040000000004
Alvarado,septiembre,2019,49.96,1400.6399999999999
Alvarado,octubre,2019,29.049999999999994,755.5500000000001
Alvarado,noviembre,2019,65.63,2000.8600000000001
Alvarado,diciembre,2019,34.23,833.6300000000001
Turrialba,enero,2020,15.399999999999997,455.39999999999986
Turrialba,febrero,2020,23.45,800.6800000000001
Turrialba,marzo,2020,10.5,339.066
Turrialba,abril,2020,41.58,1533.456
Turrialba,mayo,2020,44.1,1309.3163999999997
Turrialba,junio,2020,49.98,1694.664
Turrialba,julio,2020,47.67,1555.07
Turrialba,agosto,2020,56.559999999999995,2012.62
Turrialba,septiembre,2020,41.86,1486.0116
Turrialba,octubre,2020,31.990000000000002,1190.4944
Turrialba,noviembre,2020,23.450000000000003,899.2059999999999
Turrialba,diciembre,2020,12.95,506.73599999999993
Oreamuno,enero,2020,19.425,423.72499999999997
Oreamuno,febrero,2020,26.599999999999998,559.5209999999997
Oreamuno,marzo,2020,33.25,805.646
Oreamuno,abril,2020,27.479999999999997,685.79
Oreamuno,mayo,2020,29.75,762.38
Oreamuno,junio,2020,46.03,1209.5
Oreamuno,julio,2020,52.5,1310.31
Oreamuno,agosto,2020,23.1,555.59
Oreamuno,septiembre,2020,1.05,22.36
Oreamuno,octubre,2020,,
Oreamuno,noviembre,2020,23.1,503.01
Oreamuno,diciembre,2020,31.15,823.0319999999999
El Guarco,enero,2020,4.221,122.54399999999998
El Guarco,febrero,2020,4.725,128.129
El Guarco,marzo,2020,4.637499999999999,122.339
El Guarco,abril,2020,2.28,66.24
El Guarco,mayo,2020,2.4,58.42
El Guarco,junio,2020,8.879999999999999,208.65
El Guarco,julio,2020,3.36,89.34
El Guarco,agosto,2020,3.1149999999999998,66.32279999999999
El Guarco,septiembre,2020,,
El Guarco,octubre,2020,,
El Guarco,noviembre,2020,,
El Guarco,diciembre,2020,,
Cartago,enero,2020,51.25399999999999,1225.5641999999996
Cartago,febrero,2020,57.434999999999995,1380.9384
Cartago,marzo,2020,54.46,1371.0819999999999
Cartago,abril,2020,25.03,598.23
Cartago,mayo,2020,4.55,99.36
Cartago,junio,2020,13.06,293.53
Cartago,julio,2020,38.43,927.1199999999999
Cartago,agosto,2020,57.51,1475.4899999999998
Cartago,septiembre,2020,17.85,466.99
Cartago,octubre,2020,13.229999999999999,312.984
Cartago,noviembre,2020,0.35,8.28
Cartago,diciembre,2020,28.524999999999995,660.9923999999999
Alvarado,enero,2020,50.92499999999998,1274.4990000000003
Alvarado,febrero,2020,39.02499999999999,905.8319999999998
Alvarado,marzo,2020,39.62,980.2732
Alvarado,abril,2020,102.33500000000001,2473.339
Alvarado,mayo,2020,105.80500000000002,2642.3136
Alvarado,junio,2020,100.62499999999999,2768.6249999999995
Alvarado,julio,2020,115.85,3066.71
Alvarado,agosto,2020,115.08000000000001,3206.634
Alvarado,septiembre,2020,49.69999999999999,1376.1360000000002
Alvarado,octubre,2020,47.60000000000001,1244.07
Alvarado,noviembre,2020,40.71,1199.982
Alvarado,diciembre,2020,69.195,1908.8298000000004
Turrialba,enero,2021,10.149999999999999,385.43399999999997
Turrialba,febrero,2021,15.049999999999999,589.536
Turrialba,marzo,2021,3.8499999999999996,114.47999999999999
Turrialba,abril,2021,33.949999999999996,1022.688
Turrialba,mayo,2021,48.64999999999999,1578.5520000000001
Turrialba,junio,2021,79.8,2604.632
Turrialba,julio,2021,24.36,770.8320000000001
Turrialba,agosto,2021,42.699999999999996,1296.588
Turrialba,septiembre,2021,41.3,1242.32
Turrialba,octubre,2021,32.19999999999999,975.2
Turrialba,noviembre,2021,15.4,463.68
Turrialba,diciembre,2021,50.4,1620.4
Oreamuno,enero,2021,24.149999999999995,601.7489999999999
Oreamuno,febrero,2021,55.12500000000001,1419.1919999999998
Oreamuno,marzo,2021,81.55000000000001,2008.906
Oreamuno,abril,2021,24.675,609.4999999999999
Oreamuno,mayo,2021,25.689999999999994,617.5559999999999
Oreamuno,junio,2021,14.35,396.43999999999994
Oreamuno,julio,2021,20.825,596.144
Oreamuno,agosto,2021,12.424999999999999,351.4960000000001
Oreamuno,septiembre,2021,21.174999999999997,564.1320000000001
Oreamuno,octubre,2021,13.649999999999997,395.8040000000001
Oreamuno,noviembre,2021,13.65,348.88
Oreamuno,diciembre,2021,53.9,1394.15
El Guarco,enero,2021,,
El Guarco,febrero,2021,0.875,18.02
El Guarco,marzo,2021,52.675,1403.864
El Guarco,abril,2021,3.6959999999999997,92.94928000000002
El Guarco,mayo,2021,3.5524999999999993,91.56280000000001
El Guarco,junio,2021,6.859999999999999,167.1408
El Guarco,julio,2021,3.33,83.736
El Guarco,agosto,2021,1.23,26.072000000000003
El Guarco,septiembre,2021,0.175,4.8759999999999994
El Guarco,octubre,2021,0.175,4.8759999999999994
El Guarco,noviembre,2021,1.75,37.26
El Guarco,diciembre,2021,2.98,81.14
Cartago,enero,2021,43.617000000000004,1038.3699599999998
Cartago,febrero,2021,33.39,760.8491999999998
Cartago,marzo,2021,27.685000000000002,680.062
Cartago,abril,2021,15.715,365.662
Cartago,mayo,2021,10.57,255.0784
Cartago,junio,2021,5.249999999999999,126.776
Cartago,julio,2021,25.970000000000002,650.5867999999999
Cartago,agosto,2021,87.89,2214.38
Cartago,septiembre,2021,79.07,2074.84
Cartago,octubre,2021,48.65,1307.19
Cartago,noviembre,2021,36.4,945.14
Cartago,diciembre,2021,73.14999999999999,1829.754
Alvarado,enero,2021,19.39,564.0336
Alvarado,febrero,2021,47.355,1338.5828000000001
Alvarado,marzo,2021,41.440000000000005,1111.7196
Alvarado,abril,2021,131.63500000000002,3528.358
Alvarado,mayo,2021,142.485,3885.0696000000003
Alvarado,junio,2021,97.405,2862.004
Alvarado,julio,2021,83.78999999999999,2564.1804
Alvarado,agosto,2021,35.74,1150.31
Alvarado,septiembre,2021,46.02499999999999,1545.9039999999998
Alvarado,octubre,2021,23.624999999999993,734.3679999999999
Alvarado,noviembre,2021,44.7,1551.816
Alvarado,diciembre,2021,50.050000000000004,1458.584
Turrialba,enero,2022,47.94999999999999,1588.1039999999998
Turrialba,febrero,2022,69.99999999999999,2298.5280000000002
Turrialba,marzo,2022,13.649999999999999,362.794
Turrialba,abril,2022,40.774999999999984,970.1500799999999
Turrialba,mayo,2022,56.34999999999999,1347.52272
Turrialba,junio,2022,102.2,2430.7628799999998
Turrialba,julio,2022,14.700000000000001,395.7944
Turrialba,agosto,2022,24.5,811.44
Turrialba,septiembre,2022,35.14,1163.84
Turrialba,octubre,2022,19.6,649.15
Turrialba,noviembre,2022,32.2,1066.6100000000001
Turrialba,diciembre,2022,18.900000000000002,580.3
Oreamuno,enero,2022,48.650000000000006,1327.077
Oreamuno,febrero,2022,46.024999999999984,1351.2959999999996
Oreamuno,marzo,2022,76.09,1973.332
Oreamuno,abril,2022,54.43,1502.52
Oreamuno,mayo,2022,9.869999999999997,247.05273599999998
Oreamuno,junio,2022,5.599999999999999,151.40472
Oreamuno,julio,2022,18.48,482.6032
Oreamuno,agosto,2022,48.62,1133.52
Oreamuno,septiembre,2022,53.55,1258.02
Oreamuno,octubre,2022,49.28,1306.92
Oreamuno,noviembre,2022,42.46,975.4300000000001
Oreamuno,diciembre,2022,147.0,3997.98
El Guarco,enero,2022,2.0999999999999996,58.373999999999995
El Guarco,febrero,2022,4.7299999999999995,115.97999999999999
El Guarco,marzo,2022,3.6799999999999997,95.86
El Guarco,abril,2022,1.0499999999999998,28.9968
El Guarco,mayo,2022,0.875,25.89
El Guarco,junio,2022,1.7499999999999998,44.73792
El Guarco,julio,2022,1.75,40.58832
El Guarco,agosto,2022,1.4,30.64656
El Guarco,septiembre,2022,9.07,161.46
El Guarco,octubre,2022,4.38,88.6
El Guarco,noviembre,2022,7.79,160.32
El Guarco,diciembre,2022,2.9050000000000002,72.326304
Cartago,enero,2022,65.10000000000001,1560.1589999999997
Cartago,febrero,2022,59.185,1456.8659999999993
Cartago,marzo,2022,21.805,514.434
Cartago,abril,2022,9.45,230.862
Cartago,mayo,2022,2.6249999999999996,55.9224
Cartago,junio,2022,3.3249999999999993,72.90624
Cartago,julio,2022,24.645000000000003,568.9631999999999
Cartago,agosto,2022,45.89,1090.06
Cartago,septiembre,2022,35.95,871.26
Cartago,octubre,2022,26.43,609.82
Cartago,noviembre,2022,40.92,960.76
Cartago,diciembre,2022,35.63,881.0699999999999
Alvarado,enero,2022,57.81999999999998,1591.4159999999997
Alvarado,febrero,2022,57.74999999999999,1557.054
Alvarado,marzo,2022,33.495,862.2468
Alvarado,abril,2022,70.73500000000001,1853.52
Alvarado,mayo,2022,92.85500000000003,2526.8639999999996
Alvarado,junio,2022,74.49000000000001,2189.96952
Alvarado,julio,2022,55.650000000000006,1922.6110399999998
Alvarado,agosto,2022,40.95,1373.692
Alvarado,septiembre,2022,42.49,1561.19
Alvarado,octubre,2022,39.87,1215.35
Alvarado,noviembre,2022,29.02,826.27
Alvarado,diciembre,2022,58.17,1688.8564800000001
Turrialba,enero,2023,43.39999999999999,1196.32512
Turrialba,febrero,2023,27.3,806.11104
Turrialba,marzo,2023,8.02,242.12488
Turrialba,abril,2023,21.14,625.5024000000001
Turrialba,mayo,2023,39.06,1155.7296
Turrialba,junio,2023,31.5,932.0399999999998
Turrialba,julio,2023,55.895,1653.8508
Turrialba,agosto,2023,32.69,960.6225599999998
Turrialba,septiembre,2023,60.55,1784.96016
Turrialba,octubre,2023,15.05,445.30799999999994
Turrialba,noviembre,2023,22.4,662.484
Turrialba,diciembre,2023,50.74999999999999,1397.2499999999998
Oreamuno,enero,2023,78.50500000000002,2119.2518399999994
Oreamuno,febrero,2023,62.26499999999999,1645.6926720000008
Oreamuno,marzo,2023,73.43,1825.30744
Oreamuno,abril,2023,44.980000000000004,1115.5528
Oreamuno,mayo,2023,31.29,765.8469120000002
Oreamuno,junio,2023,55.089999999999996,1320.5971200000001
Oreamuno,julio,2023,65.87,1565.8239999999998
Oreamuno,agosto,2023,110.92,2646.91064
Oreamuno,septiembre,2023,75.36,1803.1468
Oreamuno,octubre,2023,114.8,2723.8765439999997
Oreamuno,noviembre,2023,166.63500000000002,3957.63608
Oreamuno,diciembre,2023,69.125,2088.6299999999997
El Guarco,enero,2023,2.8,55.50816
El Guarco,febrero,2023,0.48999999999999994,10.438848
El Guarco,marzo,2023,1.988,167.0878464
El Guarco,abril,2023,0.7,16.5696
El Guarco,mayo,2023,0.7,10.77024
El Guarco,junio,2023,1.715,40.264128
El Guarco,julio,2023,1.75,38.112880000000004
El Guarco,agosto,2023,3.15,54.92822399999999
El Guarco,septiembre,2023,4.375,128.82864
El Guarco,octubre,2023,4.305,89.807232
El Guarco,noviembre,2023,3.1499999999999995,96.10368
El Guarco,diciembre,2023,2.2399999999999998,67.3992
Cartago,enero,2023,32.31,788.7176
Cartago,febrero,2023,34.440000000000005,802.1343360000001
Cartago,marzo,2023,31.745,787.3011839999999
Cartago,abril,2023,6.999999999999999,159.06816
Cartago,mayo,2023,4.655,109.525056
Cartago,junio,2023,2.8,66.2784
Cartago,julio,2023,15.981000000000002,370.827248
Cartago,agosto,2023,21.489999999999995,522.35664
Cartago,septiembre,2023,68.00500000000001,1668.7244159999998
Cartago,octubre,2023,15.225,371.98751999999996
Cartago,noviembre,2023,15.05,393.245472
Cartago,diciembre,2023,47.809999999999995,1131.91392
Alvarado,enero,2023,39.06,1027.52232
Alvarado,febrero,2023,27.859999999999996,667.092096
Alvarado,marzo,2023,21.175,557.98328
Alvarado,abril,2023,38.5,991.69056
Alvarado,mayo,2023,59.170999999999985,1559.282208
Alvarado,junio,2023,58.415000000000006,1738.2338879999998
Alvarado,julio,2023,28.0,742.73232
Alvarado,agosto,2023,87.696,2823.1001088
Alvarado,septiembre,2023,62.384,1851.1839232
Alvarado,octubre,2023,52.12,1634.5944
Alvarado,noviembre,2023,28.490000000000002,942.5328959999999
Alvarado,diciembre,2023,61.88,1826.32504
Turrialba,enero,2024,33.6,993.5999999999999
Turrialba,febrero,2024,11.55,341.54999999999995
Turrialba,marzo,2024,11.2,331.2
Turrialba,abril,2024,11.024999999999999,326.025
Turrialba,mayo,2024,35.77,1057.77
Turrialba,junio,2024,48.019999999999996,1420.0200000000002
Turrialba,julio,2024,35.595,1052.595
Turrialba,agosto,2024,41.83,1236.83
Turrialba,septiembre,2024,33.25,1016.37
Turrialba,octubre,2024,12.600000000000001,393.3
Turrialba,noviembre,2024,23.975,725.535
Turrialba,diciembre,2024,,
Oreamuno,enero,2024,106.49799999999996,3128.184
Oreamuno,febrero,2024,78.05,2216.2247999999995
Oreamuno,marzo,2024,76.3,2164.392
Oreamuno,abril,2024,23.24,627.96
Oreamuno,mayo,2024,104.36999999999999,2970.288
Oreamuno,junio,2024,66.01,1903.0752000000002
Oreamuno,julio,2024,80.11500000000001,2761.9596
Oreamuno,agosto,2024,64.68,1811.0720000000001
Oreamuno,septiembre,2024,97.39099999999999,2449.7953200000006
Oreamuno,octubre,2024,95.42400000000004,2288.6416799999997
Oreamuno,noviembre,2024,140.67899999999997,3511.5645600000007
Oreamuno,diciembre,2024,104.85999999999999,2609.1108
El Guarco,enero,2024,1.4,41.4
El Guarco,febrero,2024,0.175,5.175
El Guarco,marzo,2024,3.85,93.14800000000001
El Guarco,abril,2024,0.7,16.56
El Guarco,mayo,2024,3.85,84.04199999999999
El Guarco,junio,2024,,
El Guarco,julio,2024,4.9,114.25999999999999
El Guarco,agosto,2024,3.325,97.28999999999999
El Guarco,septiembre,2024,5.7749999999999995,137.241
El Guarco,octubre,2024,4.55,102.672
El Guarco,noviembre,2024,1.0499999999999998,30.429
El Guarco,diciembre,2024,0.7,20.7
Cartago,enero,2024,40.94999999999999,1071.1835999999998
Cartago,febrero,2024,13.859999999999998,362.49840000000006
Cartago,marzo,2024,16.525,442.976
Cartago,abril,2024,10.885,269.72099999999995
Cartago,mayo,2024,5.635,123.37200000000001
Cartago,junio,2024,9.282,255.25583999999998
Cartago,julio,2024,20.65,473.202
Cartago,agosto,2024,61.00499999999999,1295.6957999999995
Cartago,septiembre,2024,28.769999999999992,678.9599999999999
Cartago,octubre,2024,8.819999999999999,202.86
Cartago,noviembre,2024,2.975,64.99799999999999
Cartago,diciembre,2024,3.5,82.8
Alvarado,enero,2024,51.009,1659.312
Alvarado,febrero,2024,18.759999999999998,553.3524
Alvarado,marzo,2024,11.549999999999999,291.45599999999996
Alvarado,abril,2024,19.25,482.306
Alvarado,mayo,2024,51.834999999999994,1471.77
Alvarado,junio,2024,79.1,2394.1620000000003
Alvarado,julio,2024,86.8,2768.422
Alvarado,agosto,2024,64.69,1738.598
Alvarado,septiembre,2024,58.345,1559.331
Alvarado,octubre,2024,34.6535,1031.8039199999998
Alvarado,noviembre,2024,36.50500000000001,1039.5208799999998
Alvarado,diciembre,2024,21.0,660.3299999999999
Turrialba,enero,2025,,
Turrialba,febrero,2025,,
Turrialba,marzo,2025,2.6599999999999997,78.66
Turrialba,abril,2025,22.399999999999995,640.6650000000001
Turrialba,mayo,2025,22.574999999999996,637.767
Turrialba,junio,2025,46.13,1333.2870000000003
Turrialba,julio,2025,53.305,1561.4009999999996
Turrialba,agosto,2025,7.7,227.7
Turrialba,septiembre,2025,,
Turrialba,octubre,2025,,
Turrialba,noviembre,2025,,
Turrialba,diciembre,2025,,
Oreamuno,enero,2025,0.53,7.45
Oreamuno,febrero,2025,,
Oreamuno,marzo,2025,5.640000000000001,131.9
Oreamuno,abril,2025,73.33900000000001,1802.2744800000003
Oreamuno,mayo,2025,123.47999999999998,3050.5921200000003
Oreamuno,junio,2025,93.07200000000002,2304.984744
Oreamuno,julio,2025,43.154999999999994,1072.1440799999998
Oreamuno,agosto,2025,1.4,34.775999999999996
Oreamuno,septiembre,2025,,
Oreamuno,octubre,2025,,
Oreamuno,noviembre,2025,,
Oreamuno,diciembre,2025,,
El Guarco,enero,2025,,
El Guarco,febrero,2025,0.7,13.248
El Guarco,marzo,2025,1.4,29.808
El Guarco,abril,2025,1.19,21.528
El Guarco,mayo,2025,2.2749999999999995,44.215199999999996
El Guarco,junio,2025,0.9099999999999999,21.113999999999997
El Guarco,julio,2025,,
El Guarco,agosto,2025,,
El Guarco,septiembre,2025,,
El Guarco,octubre,2025,,
El Guarco,noviembre,2025,,
El Guarco,diciembre,2025,,
Cartago,enero,2025,,
Cartago,febrero,2025,,
Cartago,marzo,2025,9.240000000000002,211.96799999999996
Cartago,abril,2025,14.139999999999999,346.2282
Cartago,mayo,2025,15.574999999999998,379.224
Cartago,junio,2025,7.209999999999999,195.822
Cartago,julio,2025,9.099999999999998,226.87199999999999
Cartago,agosto,2025,,
Cartago,septiembre,2025,,
Cartago,octubre,2025,,
Cartago,noviembre,2025,,
Cartago,diciembre,2025,,
Alvarado,enero,2025,7.0,181.33
Alvarado,febrero,2025,,
Alvarado,marzo,2025,26.739999999999995,596.4084
Alvarado,abril,2025,95.92099999999995,2446.5743999999986
Alvarado,mayo,2025,101.94099999999999,3172.6310399999998
Alvarado,junio,2025,94.21300000000001,3328.86636
Alvarado,julio,2025,89.502,3530.4595199999985
Alvarado,agosto,2025,5.249999999999999,163.11599999999999
Alvarado,septiembre,2025,1.75,51.75
Alvarado,octubre,2025,,
Alvarado,noviembre,2025,,
Alvarado,diciembre,2025,,
